id	text_id	id_in_text	offset_start	offset_end	y_value	y_predict	X_text
20242	9b11a7876cef4fb2beba4b770c9e3eed	15	60	73	B-GPE	O	Kembathahalli
20243	9b11a7876cef4fb2beba4b770c9e3eed	16	74	81	I-GPE	O	village
20244	9b11a7876cef4fb2beba4b770c9e3eed	18	83	92	O	O	evidences
20245	9b11a7876cef4fb2beba4b770c9e3eed	22	108	113	O	O	death
20246	9b11a7876cef4fb2beba4b770c9e3eed	24	117	126	B-OTHER_PERSON	O	Chinnappa
20247	9b11a7876cef4fb2beba4b770c9e3eed	27	132	137	O	O	names
20248	9b11a7876cef4fb2beba4b770c9e3eed	29	141	149	O	O	children
20249	9b11a7876cef4fb2beba4b770c9e3eed	31	153	162	B-OTHER_PERSON	B-OTHER_PERSON	Chinnappa
20250	9b11a7876cef4fb2beba4b770c9e3eed	32	163	167	O	O	came
20251	9b11a7876cef4fb2beba4b770c9e3eed	35	174	181	O	O	mutated
20252	9b11a7876cef4fb2beba4b770c9e3eed	38	189	199	O	O	properties
20253	9b11a7876cef4fb2beba4b770c9e3eed	39	200	209	O	O	mentioned
20254	9b11a7876cef4fb2beba4b770c9e3eed	42	219	228	O	O	including
20255	9b11a7876cef4fb2beba4b770c9e3eed	44	233	241	O	O	acquired
20256	9b11a7876cef4fb2beba4b770c9e3eed	45	242	247	O	O	lands
20257	9b11a7876cef4fb2beba4b770c9e3eed	49	260	269	O	O	evidences
20258	9b11a7876cef4fb2beba4b770c9e3eed	51	275	279	O	O	wife
20259	9b11a7876cef4fb2beba4b770c9e3eed	53	283	292	B-OTHER_PERSON	B-OTHER_PERSON	Chinnappa
20260	9b11a7876cef4fb2beba4b770c9e3eed	54	293	304	O	O	predeceased
20261	9b2a27d64ee44f7f851780bcd44ee9b9	1	3	10	O	O	reading
20262	9b2a27d64ee44f7f851780bcd44ee9b9	3	17	27	O	O	Provisions
20263	9b2a27d64ee44f7f851780bcd44ee9b9	5	29	32	O	O	Mr.
20264	9b2a27d64ee44f7f851780bcd44ee9b9	6	33	39	B-OTHER_PERSON	B-OTHER_PERSON	Shalin
20265	9b2a27d64ee44f7f851780bcd44ee9b9	7	40	45	I-OTHER_PERSON	I-OTHER_PERSON	Mehta
20266	9b2a27d64ee44f7f851780bcd44ee9b9	9	47	54	O	O	learned
20267	9b2a27d64ee44f7f851780bcd44ee9b9	10	55	61	O	O	Senior
20268	9b2a27d64ee44f7f851780bcd44ee9b9	11	62	69	O	O	Counsel
20269	9b2a27d64ee44f7f851780bcd44ee9b9	13	76	83	O	O	contend
20270	9b2a27d64ee44f7f851780bcd44ee9b9	16	93	98	O	O	Board
20271	9b2a27d64ee44f7f851780bcd44ee9b9	19	104	108	O	O	Body
20272	9b2a27d64ee44f7f851780bcd44ee9b9	20	109	118	O	O	Corporate
20273	9b2a27d64ee44f7f851780bcd44ee9b9	21	119	130	O	O	constituted
20274	9b2a27d64ee44f7f851780bcd44ee9b9	24	141	151	O	B-STATUTE	Provisions
20275	9b2a27d64ee44f7f851780bcd44ee9b9	27	159	163	B-STATUTE	I-STATUTE	Waqf
20276	9b2a27d64ee44f7f851780bcd44ee9b9	28	164	167	I-STATUTE	I-STATUTE	Act
20277	9b347c8d96c144bd87743083bc903618	0	0	3	B-OTHER_PERSON	O	Sri
20278	9b347c8d96c144bd87743083bc903618	1	4	8	I-OTHER_PERSON	B-OTHER_PERSON	Iyer
20279	9b347c8d96c144bd87743083bc903618	3	10	16	O	O	Senior
20280	9b347c8d96c144bd87743083bc903618	4	17	25	O	O	Advocate
20281	9b347c8d96c144bd87743083bc903618	5	26	32	O	O	sought
20282	9b347c8d96c144bd87743083bc903618	7	36	40	O	O	read
20283	9b347c8d96c144bd87743083bc903618	9	45	54	O	O	aforesaid
20284	9b347c8d96c144bd87743083bc903618	10	55	64	O	O	judgement
20285	9b347c8d96c144bd87743083bc903618	13	75	83	O	O	contents
20286	9b347c8d96c144bd87743083bc903618	16	91	96	O	O	White
20287	9b347c8d96c144bd87743083bc903618	17	97	102	O	O	Paper
20288	9b347c8d96c144bd87743083bc903618	18	103	109	O	O	issued
20289	9b347c8d96c144bd87743083bc903618	21	117	124	B-ORG	B-ORG	Central
20290	9b347c8d96c144bd87743083bc903618	22	125	135	I-ORG	I-ORG	Government
20291	9b347c8d96c144bd87743083bc903618	23	136	142	O	O	quoted
20292	9b347c8d96c144bd87743083bc903618	25	146	153	O	O	suggest
20293	9b347c8d96c144bd87743083bc903618	30	173	181	O	O	findings
20294	9b347c8d96c144bd87743083bc903618	33	189	199	B-ORG	B-ORG	Government
20295	9b347c8d96c144bd87743083bc903618	35	203	208	I-ORG	I-ORG	India
20296	9b347c8d96c144bd87743083bc903618	36	209	215	O	O	having
20297	9b347c8d96c144bd87743083bc903618	37	216	221	O	O	taken
20298	9b347c8d96c144bd87743083bc903618	38	222	226	O	O	note
20299	9b347c8d96c144bd87743083bc903618	41	234	238	B-COURT	B-COURT	Apex
20300	9b347c8d96c144bd87743083bc903618	42	239	244	I-COURT	I-COURT	Court
20301	9b347c8d96c144bd87743083bc903618	49	271	278	O	O	treated
20302	9b347c8d96c144bd87743083bc903618	52	285	294	O	O	concluded
20303	9b615bb520e647078659af1d959ff02d	3	12	16	O	O	writ
20304	9b615bb520e647078659af1d959ff02d	4	17	25	O	O	petition
20305	9b615bb520e647078659af1d959ff02d	7	35	40	O	O	filed
20306	9b615bb520e647078659af1d959ff02d	10	45	46	O	O	3
20307	9b615bb520e647078659af1d959ff02d	12	50	52	O	O	21
20308	9b615bb520e647078659af1d959ff02d	15	55	67	O	O	CW-8363/2021
20309	9b615bb520e647078659af1d959ff02d	18	73	83	O	O	petitioner
20310	9b615bb520e647078659af1d959ff02d	20	84	87	O	O	non
20311	9b615bb520e647078659af1d959ff02d	22	88	97	O	O	applicant
20312	9b615bb520e647078659af1d959ff02d	23	98	109	O	O	challenging
20313	9b615bb520e647078659af1d959ff02d	25	114	119	O	O	order
20314	9b615bb520e647078659af1d959ff02d	26	120	125	O	O	dated
20315	9b615bb520e647078659af1d959ff02d	27	126	136	B-DATE	B-DATE	22.07.2021
20316	9b615bb520e647078659af1d959ff02d	28	137	143	O	O	passed
20317	9b615bb520e647078659af1d959ff02d	31	151	158	O	O	learned
20318	9b615bb520e647078659af1d959ff02d	32	159	167	B-COURT	B-COURT	District
20319	9b615bb520e647078659af1d959ff02d	33	168	173	I-COURT	I-COURT	Judge
20320	9b615bb520e647078659af1d959ff02d	35	175	180	I-COURT	I-COURT	Sikar
20321	9b753f80de4f47dea686ed9605c9c944	1	4	15	O	O	respondents
20322	9b753f80de4f47dea686ed9605c9c944	4	23	31	O	O	revision
20323	9b753f80de4f47dea686ed9605c9c944	6	36	44	O	O	selfsame
20324	9b753f80de4f47dea686ed9605c9c944	7	45	53	O	O	revision
20325	9b753f80de4f47dea686ed9605c9c944	8	54	65	O	O	respondents
20326	9b753f80de4f47dea686ed9605c9c944	10	69	79	B-CASE_NUMBER	B-CASE_NUMBER	CRP.No.191
20327	9b753f80de4f47dea686ed9605c9c944	12	83	87	I-CASE_NUMBER	I-CASE_NUMBER	2014
20328	9b753f80de4f47dea686ed9605c9c944	13	88	93	O	O	supra
20329	9b753f80de4f47dea686ed9605c9c944	16	106	116	B-OTHER_PERSON	B-PETITIONER	N.Laxmamma
20330	9b753f80de4f47dea686ed9605c9c944	17	117	118	O	O	W
20331	9b753f80de4f47dea686ed9605c9c944	19	119	121	O	O	o.
20332	9b753f80de4f47dea686ed9605c9c944	20	122	130	B-OTHER_PERSON	O	Laxmaiah
20333	9b753f80de4f47dea686ed9605c9c944	23	138	141	O	O	2(a
20334	9b9c02d46b5442aeab6a8bfc6d03bebb	2	7	11	B-COURT	B-COURT	High
20335	9b9c02d46b5442aeab6a8bfc6d03bebb	3	12	17	I-COURT	I-COURT	Court
20336	9b9c02d46b5442aeab6a8bfc6d03bebb	5	21	27	I-COURT	I-COURT	Kerala
20337	9b9c02d46b5442aeab6a8bfc6d03bebb	7	31	40	I-COURT	I-COURT	Ernakulam
20338	9b9c02d46b5442aeab6a8bfc6d03bebb	9	70	77	O	O	Present
20339	9b9c02d46b5442aeab6a8bfc6d03bebb	12	93	103	O	O	Honourable
20340	9b9c02d46b5442aeab6a8bfc6d03bebb	13	104	107	O	O	Mr.
20341	9b9c02d46b5442aeab6a8bfc6d03bebb	14	108	115	O	O	Justice
20342	9b9c02d46b5442aeab6a8bfc6d03bebb	15	116	120	B-JUDGE	B-JUDGE	Anil
20343	9b9c02d46b5442aeab6a8bfc6d03bebb	16	121	132	I-JUDGE	I-JUDGE	K.Narendran
20344	9b9c02d46b5442aeab6a8bfc6d03bebb	18	138	145	O	O	Tuesday
20345	9b9c02d46b5442aeab6a8bfc6d03bebb	21	151	155	O	O	13Th
20346	9b9c02d46b5442aeab6a8bfc6d03bebb	22	156	159	O	O	Day
20347	9b9c02d46b5442aeab6a8bfc6d03bebb	24	163	167	O	B-DATE	July
20348	9b9c02d46b5442aeab6a8bfc6d03bebb	25	168	172	O	O	2021
20349	9b9c02d46b5442aeab6a8bfc6d03bebb	27	175	179	O	O	22Nd
20350	9b9c02d46b5442aeab6a8bfc6d03bebb	28	180	187	O	O	Ashadha
20351	9b9c02d46b5442aeab6a8bfc6d03bebb	30	189	193	O	O	1943
20352	9b9c02d46b5442aeab6a8bfc6d03bebb	32	216	220	O	O	Op(C
20353	9b9c02d46b5442aeab6a8bfc6d03bebb	36	226	229	O	O	446
20354	9b9c02d46b5442aeab6a8bfc6d03bebb	38	233	237	O	O	2021
20355	9b9c02d46b5442aeab6a8bfc6d03bebb	42	254	259	O	O	Order
20356	9b9c02d46b5442aeab6a8bfc6d03bebb	43	260	265	O	O	Dated
20357	9b9c02d46b5442aeab6a8bfc6d03bebb	44	266	277	O	O	06.02.02021
20358	9b9c02d46b5442aeab6a8bfc6d03bebb	46	281	296	O	O	E.A.No.780/2020
20359	9b9c02d46b5442aeab6a8bfc6d03bebb	49	305	320	O	O	E.P.No.565/2020
20360	9b9c02d46b5442aeab6a8bfc6d03bebb	51	324	326	O	O	Os
20361	9b9c02d46b5442aeab6a8bfc6d03bebb	52	327	335	O	O	163/1977
20362	9b9c02d46b5442aeab6a8bfc6d03bebb	55	341	351	O	O	Additional
20363	9b9c02d46b5442aeab6a8bfc6d03bebb	56	352	360	O	O	District
20364	9b9c02d46b5442aeab6a8bfc6d03bebb	58	384	389	O	O	Court
20365	9b9c02d46b5442aeab6a8bfc6d03bebb	60	391	400	O	O	Ernakulam
20366	9b9c02d46b5442aeab6a8bfc6d03bebb	63	402	412	O	O	Petitioner
20367	9b9c02d46b5442aeab6a8bfc6d03bebb	66	414	415	O	O	0
20368	9b9c02d46b5442aeab6a8bfc6d03bebb	68	430	436	B-PETITIONER	B-RESPONDENT	George
20369	9b9c02d46b5442aeab6a8bfc6d03bebb	69	437	445	I-PETITIONER	I-RESPONDENT	Varghese
20370	9b9c02d46b5442aeab6a8bfc6d03bebb	71	446	447	I-PETITIONER	O	P
20371	9b9c02d46b5442aeab6a8bfc6d03bebb	73	449	453	O	O	Aged
20372	9b9c02d46b5442aeab6a8bfc6d03bebb	74	454	456	O	O	55
20373	9b9c02d46b5442aeab6a8bfc6d03bebb	75	457	462	O	O	Years
20374	9b9c02d46b5442aeab6a8bfc6d03bebb	77	474	486	O	O	Pandyamyalil
20375	9b9c02d46b5442aeab6a8bfc6d03bebb	78	487	492	O	O	House
20376	9b9c02d46b5442aeab6a8bfc6d03bebb	80	494	507	O	O	Kanjiramattom
20377	9b9c02d46b5442aeab6a8bfc6d03bebb	82	508	511	O	O	P.O
20378	9b9c02d46b5442aeab6a8bfc6d03bebb	85	524	540	O	O	Ernakulam-682315
20379	9b9c02d46b5442aeab6a8bfc6d03bebb	89	556	560	O	O	Advs
20380	9b9c02d46b5442aeab6a8bfc6d03bebb	92	573	576	O	O	Sri
20381	9b9c02d46b5442aeab6a8bfc6d03bebb	94	577	588	B-LAWYER	B-LAWYER	P.Ravindran
20382	9b9c02d46b5442aeab6a8bfc6d03bebb	96	590	592	O	O	Sr
20383	9b9c02d46b5442aeab6a8bfc6d03bebb	100	606	610	O	O	Shri
20384	9b9c02d46b5442aeab6a8bfc6d03bebb	102	611	620	B-LAWYER	B-LAWYER	Sreekumar
20385	9b9c02d46b5442aeab6a8bfc6d03bebb	103	621	622	I-LAWYER	I-LAWYER	S
20386	9b9c02d46b5442aeab6a8bfc6d03bebb	105	634	637	O	O	Sri
20387	9b9c02d46b5442aeab6a8bfc6d03bebb	107	638	648	B-LAWYER	B-LAWYER	N.Raghuraj
20388	9b9c02d46b5442aeab6a8bfc6d03bebb	109	649	660	O	O	Respondents
20389	9b9c02d46b5442aeab6a8bfc6d03bebb	112	664	665	O	O	1
20390	9b9c02d46b5442aeab6a8bfc6d03bebb	113	666	668	O	O	Fr
20391	9b9c02d46b5442aeab6a8bfc6d03bebb	115	670	681	B-RESPONDENT	B-RESPONDENT	A.J.Abraham
20392	9b9c02d46b5442aeab6a8bfc6d03bebb	117	683	687	O	O	Aged
20393	9b9c02d46b5442aeab6a8bfc6d03bebb	118	688	690	O	O	46
20394	9b9c02d46b5442aeab6a8bfc6d03bebb	119	691	696	O	O	Years
20395	9b9c02d46b5442aeab6a8bfc6d03bebb	121	698	699	O	O	S
20396	9b9c02d46b5442aeab6a8bfc6d03bebb	123	700	711	O	O	O.A.T.Jacob
20397	9b9c02d46b5442aeab6a8bfc6d03bebb	125	712	717	O	O	Vicar
20398	9b9c02d46b5442aeab6a8bfc6d03bebb	127	718	721	O	O	St.
20399	9b9c02d46b5442aeab6a8bfc6d03bebb	128	721	729	O	O	Ignatius
20400	9b9c02d46b5442aeab6a8bfc6d03bebb	129	730	738	O	O	Orthodox
20401	9b9c02d46b5442aeab6a8bfc6d03bebb	130	739	745	O	O	Syrian
20402	9b9c02d46b5442aeab6a8bfc6d03bebb	131	746	752	O	O	Church
20403	9b9c02d46b5442aeab6a8bfc6d03bebb	133	753	766	O	O	Kanjiramattom
20404	9b9c02d46b5442aeab6a8bfc6d03bebb	135	767	776	O	O	Ernakulam
20405	9b9c02d46b5442aeab6a8bfc6d03bebb	136	777	792	O	O	District-682315
20406	9b9c02d46b5442aeab6a8bfc6d03bebb	139	797	798	O	O	2
20407	9b9c02d46b5442aeab6a8bfc6d03bebb	140	799	813	B-RESPONDENT	B-RESPONDENT	K.I.Thankachan
20408	9b9c02d46b5442aeab6a8bfc6d03bebb	142	815	819	O	O	Aged
20409	9b9c02d46b5442aeab6a8bfc6d03bebb	143	820	822	O	O	53
20410	9b9c02d46b5442aeab6a8bfc6d03bebb	144	823	828	O	O	Years
20411	9b9c02d46b5442aeab6a8bfc6d03bebb	146	830	831	O	O	S
20412	9b9c02d46b5442aeab6a8bfc6d03bebb	148	832	833	O	O	O
20413	9b9c02d46b5442aeab6a8bfc6d03bebb	149	834	839	O	O	Ittan
20414	9b9c02d46b5442aeab6a8bfc6d03bebb	151	840	847	O	O	Trustee
20415	9b9c02d46b5442aeab6a8bfc6d03bebb	153	848	851	O	O	St.
20416	9b9c02d46b5442aeab6a8bfc6d03bebb	154	851	859	O	O	Ignatius
20417	9b9c02d46b5442aeab6a8bfc6d03bebb	155	860	868	O	O	Orthodox
20418	9b9c02d46b5442aeab6a8bfc6d03bebb	156	869	875	O	O	Syrian
20419	9b9c02d46b5442aeab6a8bfc6d03bebb	157	876	882	O	O	Church
20420	9b9c02d46b5442aeab6a8bfc6d03bebb	159	883	896	O	O	Kanjiramattom
20421	9b9c02d46b5442aeab6a8bfc6d03bebb	161	897	906	O	O	Ernakulam
20422	9b9c02d46b5442aeab6a8bfc6d03bebb	162	907	922	O	O	District-682315
20423	9b9c02d46b5442aeab6a8bfc6d03bebb	165	927	928	O	O	3
20424	9b9c02d46b5442aeab6a8bfc6d03bebb	166	929	934	B-RESPONDENT	B-RESPONDENT	Peter
20425	9b9c02d46b5442aeab6a8bfc6d03bebb	167	935	936	I-RESPONDENT	I-RESPONDENT	N
20426	9b9c02d46b5442aeab6a8bfc6d03bebb	168	937	943	I-RESPONDENT	I-RESPONDENT	Chacko
20427	9b9c02d46b5442aeab6a8bfc6d03bebb	170	945	949	O	O	Aged
20428	9b9c02d46b5442aeab6a8bfc6d03bebb	171	950	952	O	O	61
20429	9b9c02d46b5442aeab6a8bfc6d03bebb	172	953	958	O	O	Years
20430	9b9c02d46b5442aeab6a8bfc6d03bebb	174	960	961	O	O	S
20431	9b9c02d46b5442aeab6a8bfc6d03bebb	176	962	963	O	O	O
20432	9b9c02d46b5442aeab6a8bfc6d03bebb	177	964	970	O	O	Chacko
20433	9b9c02d46b5442aeab6a8bfc6d03bebb	179	971	978	O	O	Manager
20434	9b9c02d46b5442aeab6a8bfc6d03bebb	180	979	986	O	O	Elected
20435	9b9c02d46b5442aeab6a8bfc6d03bebb	182	987	990	O	O	St.
20436	9b9c02d46b5442aeab6a8bfc6d03bebb	183	990	998	O	O	Ignatius
20437	9b9c02d46b5442aeab6a8bfc6d03bebb	184	999	1009	O	O	Vocational
20438	9b9c02d46b5442aeab6a8bfc6d03bebb	185	1010	1016	O	O	Higher
20439	9b9c02d46b5442aeab6a8bfc6d03bebb	186	1017	1026	O	O	Secondary
20440	9b9c02d46b5442aeab6a8bfc6d03bebb	187	1027	1033	O	O	School
20441	9b9c02d46b5442aeab6a8bfc6d03bebb	189	1034	1047	O	O	Kanjiramattom
20442	9b9c02d46b5442aeab6a8bfc6d03bebb	191	1048	1057	O	O	Ernakulam
20443	9b9c02d46b5442aeab6a8bfc6d03bebb	192	1058	1073	O	O	District-682315
20444	9b9c02d46b5442aeab6a8bfc6d03bebb	194	1075	1088	O	O	Nedumattathil
20445	9b9c02d46b5442aeab6a8bfc6d03bebb	195	1089	1094	O	O	House
20446	9b9c02d46b5442aeab6a8bfc6d03bebb	197	1095	1106	O	O	Chethikkode
20447	9b9c02d46b5442aeab6a8bfc6d03bebb	199	1107	1110	O	O	P.O
20448	9b9c02d46b5442aeab6a8bfc6d03bebb	201	1112	1121	O	O	Ernakulam
20449	9b9c02d46b5442aeab6a8bfc6d03bebb	204	1126	1127	O	O	4
20450	9b9c02d46b5442aeab6a8bfc6d03bebb	205	1128	1137	B-RESPONDENT	B-RESPONDENT	M.K.Geore
20451	9b9c02d46b5442aeab6a8bfc6d03bebb	207	1139	1152	O	O	Vazhakkalayil
20452	9b9c02d46b5442aeab6a8bfc6d03bebb	208	1153	1158	O	O	House
20453	9b9c02d46b5442aeab6a8bfc6d03bebb	210	1159	1170	O	O	Chethikkode
20454	9b9c02d46b5442aeab6a8bfc6d03bebb	212	1171	1174	O	O	P.O
20455	9b9c02d46b5442aeab6a8bfc6d03bebb	214	1176	1178	O	O	Ex
20456	9b9c02d46b5442aeab6a8bfc6d03bebb	216	1179	1186	O	O	Trustee
20457	9b9c02d46b5442aeab6a8bfc6d03bebb	218	1187	1190	O	O	St.
20458	9b9c02d46b5442aeab6a8bfc6d03bebb	219	1190	1198	O	O	Ignatius
20459	9b9c02d46b5442aeab6a8bfc6d03bebb	220	1199	1207	O	O	Orthodox
20460	9b9c02d46b5442aeab6a8bfc6d03bebb	221	1208	1214	O	O	Syrian
20461	9b9c02d46b5442aeab6a8bfc6d03bebb	222	1215	1221	O	O	Church
20462	9b9c02d46b5442aeab6a8bfc6d03bebb	224	1222	1227	O	O	Kani-
20463	9b9c02d46b5442aeab6a8bfc6d03bebb	225	1228	1236	O	O	Ramattom
20464	9b9c02d46b5442aeab6a8bfc6d03bebb	227	1237	1246	O	O	Ernakulam
20465	9b9c02d46b5442aeab6a8bfc6d03bebb	228	1247	1254	O	O	-682315
20466	9b9c02d46b5442aeab6a8bfc6d03bebb	231	1259	1260	O	O	5
20467	9b9c02d46b5442aeab6a8bfc6d03bebb	232	1261	1270	B-RESPONDENT	B-RESPONDENT	M.T.Issac
20468	9b9c02d46b5442aeab6a8bfc6d03bebb	234	1272	1274	O	O	Ex
20469	9b9c02d46b5442aeab6a8bfc6d03bebb	236	1275	1282	O	O	Trustee
20470	9b9c02d46b5442aeab6a8bfc6d03bebb	238	1283	1286	O	O	St.
20471	9b9c02d46b5442aeab6a8bfc6d03bebb	239	1286	1294	O	O	Ignatius
20472	9b9c02d46b5442aeab6a8bfc6d03bebb	240	1295	1303	O	O	Orthodox
20473	9b9c02d46b5442aeab6a8bfc6d03bebb	241	1304	1310	O	O	Syrian
20474	9b9c02d46b5442aeab6a8bfc6d03bebb	242	1311	1317	O	O	Church
20475	9b9c02d46b5442aeab6a8bfc6d03bebb	244	1318	1322	O	O	Kan-
20476	9b9c02d46b5442aeab6a8bfc6d03bebb	245	1323	1333	O	O	Jiramattom
20477	9b9c02d46b5442aeab6a8bfc6d03bebb	247	1334	1343	O	O	Ernakulam
20478	9b9c02d46b5442aeab6a8bfc6d03bebb	248	1344	1359	O	O	District-682315
20479	9b9c02d46b5442aeab6a8bfc6d03bebb	251	1364	1365	O	O	6
20480	9b9c02d46b5442aeab6a8bfc6d03bebb	252	1366	1370	B-RESPONDENT	B-RESPONDENT	Saju
20481	9b9c02d46b5442aeab6a8bfc6d03bebb	253	1371	1380	I-RESPONDENT	I-RESPONDENT	P.Poulose
20482	9b9c02d46b5442aeab6a8bfc6d03bebb	255	1382	1383	O	O	S
20483	9b9c02d46b5442aeab6a8bfc6d03bebb	257	1384	1385	O	O	O
20484	9b9c02d46b5442aeab6a8bfc6d03bebb	258	1386	1393	O	O	Poulose
20485	9b9c02d46b5442aeab6a8bfc6d03bebb	260	1394	1406	O	O	Pallamkunnel
20486	9b9c02d46b5442aeab6a8bfc6d03bebb	261	1407	1412	O	O	House
20487	9b9c02d46b5442aeab6a8bfc6d03bebb	263	1413	1423	O	O	Chethicode
20488	9b9c02d46b5442aeab6a8bfc6d03bebb	265	1425	1438	O	O	Kanjiramattom
20489	9b9c02d46b5442aeab6a8bfc6d03bebb	267	1439	1448	O	O	Ernakulam
20490	9b9c02d46b5442aeab6a8bfc6d03bebb	268	1449	1468	O	O	District-682315(Ex-
20491	9b9c02d46b5442aeab6a8bfc6d03bebb	269	1469	1476	O	O	Trustee
20492	9b9c02d46b5442aeab6a8bfc6d03bebb	273	1482	1483	O	O	7
20493	9b9c02d46b5442aeab6a8bfc6d03bebb	274	1484	1497	B-RESPONDENT	O	V.G.Kuriakose
20494	9b9c02d46b5442aeab6a8bfc6d03bebb	276	1499	1514	O	O	Kaniyamparambil
20495	9b9c02d46b5442aeab6a8bfc6d03bebb	277	1515	1520	O	O	House
20496	9b9c02d46b5442aeab6a8bfc6d03bebb	279	1521	1523	O	O	Ex
20497	9b9c02d46b5442aeab6a8bfc6d03bebb	281	1524	1531	O	O	Trustee
20498	9b9c02d46b5442aeab6a8bfc6d03bebb	283	1532	1545	O	O	Kanjiramattom
20499	9b9c02d46b5442aeab6a8bfc6d03bebb	285	1547	1560	O	O	O.P.(C)No.446
20500	9b9c02d46b5442aeab6a8bfc6d03bebb	287	1564	1568	O	O	2021
20501	9b9c02d46b5442aeab6a8bfc6d03bebb	290	1572	1575	O	O	-2-
20502	9b9c02d46b5442aeab6a8bfc6d03bebb	293	1577	1588	O	O	C.R.P.No.81
20503	9b9c02d46b5442aeab6a8bfc6d03bebb	295	1592	1596	O	O	2021
20504	9b9c02d46b5442aeab6a8bfc6d03bebb	296	1597	1606	O	O	Ernakulam
20505	9b9c02d46b5442aeab6a8bfc6d03bebb	297	1607	1622	O	O	District-682315
20506	9b9c02d46b5442aeab6a8bfc6d03bebb	300	1627	1628	O	O	8
20507	9b9c02d46b5442aeab6a8bfc6d03bebb	302	1633	1641	B-RESPONDENT	B-RESPONDENT	District
20508	9b9c02d46b5442aeab6a8bfc6d03bebb	303	1642	1653	I-RESPONDENT	I-RESPONDENT	Educational
20509	9b9c02d46b5442aeab6a8bfc6d03bebb	304	1654	1661	I-RESPONDENT	I-RESPONDENT	Officer
20510	9b9c02d46b5442aeab6a8bfc6d03bebb	306	1663	1669	I-RESPONDENT	I-RESPONDENT	Office
20511	9b9c02d46b5442aeab6a8bfc6d03bebb	309	1677	1685	I-RESPONDENT	I-RESPONDENT	District
20512	9b9c02d46b5442aeab6a8bfc6d03bebb	310	1686	1697	I-RESPONDENT	I-RESPONDENT	Educational
20513	9b9c02d46b5442aeab6a8bfc6d03bebb	311	1698	1705	I-RESPONDENT	I-RESPONDENT	Officer
20514	9b9c02d46b5442aeab6a8bfc6d03bebb	313	1706	1713	I-RESPONDENT	O	Ernaku-
20515	9b9c02d46b5442aeab6a8bfc6d03bebb	314	1714	1724	I-RESPONDENT	O	Lam-682011
20516	9b9c02d46b5442aeab6a8bfc6d03bebb	318	1732	1736	O	O	Advs
20517	9b9c02d46b5442aeab6a8bfc6d03bebb	321	1741	1744	O	O	Sri
20518	9b9c02d46b5442aeab6a8bfc6d03bebb	323	1745	1756	B-LAWYER	B-LAWYER	S.Sreekumar
20519	9b9c02d46b5442aeab6a8bfc6d03bebb	325	1758	1760	O	O	Sr
20520	9b9c02d46b5442aeab6a8bfc6d03bebb	328	1763	1766	O	O	Smt
20521	9b9c02d46b5442aeab6a8bfc6d03bebb	330	1767	1774	B-LAWYER	B-LAWYER	Soumiya
20522	9b9c02d46b5442aeab6a8bfc6d03bebb	331	1775	1778	O	I-LAWYER	C.D
20523	9b9c02d46b5442aeab6a8bfc6d03bebb	333	1784	1786	O	O	Op
20524	9b9c02d46b5442aeab6a8bfc6d03bebb	335	1788	1793	O	O	Civil
20525	9b9c02d46b5442aeab6a8bfc6d03bebb	337	1795	1801	O	O	Having
20526	9b9c02d46b5442aeab6a8bfc6d03bebb	338	1802	1806	O	O	Come
20527	9b9c02d46b5442aeab6a8bfc6d03bebb	341	1814	1823	O	O	Admission
20528	9b9c02d46b5442aeab6a8bfc6d03bebb	344	1835	1846	O	O	C.R.P.No.81
20529	9b9c02d46b5442aeab6a8bfc6d03bebb	346	1850	1854	O	O	2021
20530	9b9c02d46b5442aeab6a8bfc6d03bebb	348	1858	1868	O	B-DATE	09.04.2021
20531	9b9c02d46b5442aeab6a8bfc6d03bebb	352	1887	1897	O	B-DATE	04.06.2021
20532	9b9c02d46b5442aeab6a8bfc6d03bebb	354	1899	1909	O	B-DATE	08.06.2021
20533	9b9c02d46b5442aeab6a8bfc6d03bebb	356	1911	1921	O	B-DATE	21.06.2021
20534	9b9c02d46b5442aeab6a8bfc6d03bebb	358	1926	1936	O	B-DATE	30.06.2021
20535	9b9c02d46b5442aeab6a8bfc6d03bebb	361	1949	1958	O	O	Arguments
20536	9b9c02d46b5442aeab6a8bfc6d03bebb	364	1964	1969	O	O	Court
20537	9b9c02d46b5442aeab6a8bfc6d03bebb	366	1973	1983	O	B-DATE	13.07.2021
20538	9b9c02d46b5442aeab6a8bfc6d03bebb	367	1984	1993	O	O	Delivered
20539	9b9c02d46b5442aeab6a8bfc6d03bebb	369	1998	2007	O	O	Following
20540	9b9c02d46b5442aeab6a8bfc6d03bebb	373	2014	2024	O	O	Honourable
20541	9b9c02d46b5442aeab6a8bfc6d03bebb	374	2025	2028	O	O	Mr.
20542	9b9c02d46b5442aeab6a8bfc6d03bebb	375	2029	2036	O	O	Justice
20543	9b9c02d46b5442aeab6a8bfc6d03bebb	376	2037	2041	B-JUDGE	B-JUDGE	Anil
20544	9b9c02d46b5442aeab6a8bfc6d03bebb	377	2042	2053	I-JUDGE	I-JUDGE	K.Narendran
20545	9b9c02d46b5442aeab6a8bfc6d03bebb	378	2054	2061	O	O	Tuesday
20546	9b9c02d46b5442aeab6a8bfc6d03bebb	381	2067	2071	O	O	13Th
20547	9b9c02d46b5442aeab6a8bfc6d03bebb	382	2072	2075	O	O	Day
